0,2022-01-17 09:46:17,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:22,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:26,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:30,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:34,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:39,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:43,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:47,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:51,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:46:57,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:01,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:05,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:09,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:13,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:18,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:23,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:27,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:33,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:37,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:41,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:46,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:50,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:55,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
0,2022-01-17 09:47:59,41.51,-1.36 (-3.17%),"25,817,795",Bearish,42.87,178.42,-2.59 (-1.43%),"14,374,445",Bearish,181.01,173.07,+0.88 (+0.51%),"80,440,790",Neutral,172.19,"3,242.76",+18.48 (+0.57%),"2,298,743",Bearish,"3,224.28",310.20,+5.40 (+1.77%),"39,846,454",Bearish,304.80,525.69,+6.49 (+1.25%),"7,861,109",Bearish,519.20,"2,795.73",+13.11 (+0.47%),"1,191,296",Bearish,"2,782.62"
